                       hashtag  count
#bnk48                  #bnk48     42
#musicbnk48        #musicbnk48      9
#jennisbnk48      #jennisbnk48      9
#phukkhombnk48  #phukkhombnk48      6
#weebnk48            #weebnk48      5
